Tissue	Module	Id	Symbol	is.hub
Metabolite	M84	X44664	glutarylcarnitine (C5-DC)	no
Metabolite	M84	X46398	X - 21353	no
Metabolite	M84	X46640	X - 15469	no
Metabolite	M84	X46674	X - 21607	no
Metabolite	M84	X47783	X - 22519	no
Metabolite	M84	X47802	X - 16397	no
Metabolite	M84	X47804	X - 16580	no
Metabolite	M84	X47820	X - 17335	no
Metabolite	M84	X48182	myristoleoylcarnitine (C14:1)*	no
Metabolite	M84	X49555	X - 23678	no
Metabolite	M84	X49681	X - 23782	no
Metabolite	M84	X53230	3-hydroxyhexanoate	no
Metabolite	M84	X61769	5-dodecenoylcarnitine (C12:1)	no
Metabolite	M84	X61775	nonanoylcarnitine (C9)	no
Metabolite	M84	X61843	3-hydroxyoleate*	no
Metabolite	M84	X62276	dodecadienoate (12:2)*	no
Metabolite	M84	X62850	tetradecadienoate (14:2)*	no
Metabolite	M84	X62873	cis-4-decenoate (10:1n6)*	no
Metabolite	M84	X63358	3-hydroxydecanoylcarnitine	no
Metabolite	M84	X63361	3-decenoylcarnitine	no
Metabolite	M84	X63436	(2 or 3)-decenoate (10:1n7 or n8)	no
Metabolite	M84	X63615	branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*	no
Metabolite	M84	X63617	branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (3)*	no
Metabolite	M84	X63683	branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid*	no
Metabolite	M85	X34409	stearoylcarnitine (C18)	no
Metabolite	M85	X35160	oleoylcarnitine (C18:1)	yes
Metabolite	M85	X44681	palmitoylcarnitine (C16)	no
Metabolite	M85	X46223	linoleoylcarnitine (C18:2)*	no
Metabolite	M85	X53223	palmitoleoylcarnitine (C16:1)*	no
Metabolite	M85	X57511	linolenoylcarnitine (C18:3)*	no
Metabolite	M85	X57512	margaroylcarnitine (C17)*	no
Metabolite	M85	X57513	arachidoylcarnitine (C20)*	no
Metabolite	M85	X57515	lignoceroylcarnitine (C24)*	no
Metabolite	M85	X57516	cerotoylcarnitine (C26)*	no
Metabolite	M85	X57517	ximenoylcarnitine (C26:1)*	no
Metabolite	M85	X57518	arachidonoylcarnitine (C20:4)	no
Metabolite	M85	X57519	eicosenoylcarnitine (C20:1)*	no
Metabolite	M85	X57520	dihomo-linoleoylcarnitine (C20:2)*	no
Metabolite	M85	X57521	dihomo-linolenoylcarnitine (C20:3n3 or 6)*	no
Metabolite	M85	X61840	3-hydroxyoleoylcarnitine	no
Metabolite	M86	X15730	suberate (C8-DC)	no
Metabolite	M86	X18362	azelate (C9-DC)	no
Metabolite	M86	X22036	2-hydroxyoctanoate	no
Metabolite	M86	X31928	2-methylbutyrylglycine	no
Metabolite	M86	X32398	sebacate (C10-DC)	no
Metabolite	M86	X35527	4-hydroxyhippurate	no
Metabolite	M86	X37073	alpha-hydroxycaproate	no
Metabolite	M86	X37536	12-HETE	no
Metabolite	M86	X38395	12,13-DiHOME	no
Metabolite	M86	X38399	9,10-DiHOME	no
Metabolite	M86	X40007	carboxyethyl-GABA	no
Metabolite	M86	X42489	2-hydroxydecanoate	no
Metabolite	M86	X43343	2-aminooctanoate	no
Metabolite	M86	X43549	N-formylanthranilic acid	no
Metabolite	M86	X43592	4-methylbenzenesulfonate	no
Metabolite	M86	X43761	2-aminoheptanoate	no
Metabolite	M86	X46590	X - 07765	no
Metabolite	M86	X46658	X - 15220	no
Metabolite	M86	X46695	X - 18913	no
Metabolite	M86	X46705	X - 17438	no
Metabolite	M86	X46960	sulfate*	no
Metabolite	M86	X46985	X - 12193	no
Metabolite	M86	X47203	X - 13007	no
Metabolite	M86	X47204	X - 14904	no
Metabolite	M86	X47993	X - 17010	yes
Metabolite	M86	X48081	X - 22776	no
Metabolite	M86	X48429	methyl-4-hydroxybenzoate sulfate	no
Metabolite	M86	X48433	N-formylphenylalanine	no
Metabolite	M86	X48460	propyl 4-hydroxybenzoate sulfate	no
Metabolite	M86	X48972	X - 23276	no
Metabolite	M86	X62059	N-acetyl-2-aminooctanoate*	no
Metabolite	M86	X63120	2-ketocaprylate	no
Metabolite	M86	X63357	2-hydroxysebacate	yes
Metabolite	M87	X27710	N-acetylglycine	no
Metabolite	M87	X31943	3-hydroxysebacate	no
Metabolite	M87	X32198	acetylcarnitine (C2)	no
Metabolite	M87	X32388	dodecanedioate (C12-DC)	no
Metabolite	M87	X32426	I-urobilinogen	no
Metabolite	M87	X33963	acetoacetate	no
Metabolite	M87	X35436	hexanoylglycine	no
Metabolite	M87	X35669	tetradecanedioate (C14-DC)	no
Metabolite	M87	X35678	hexadecanedioate (C16-DC)	no
Metabolite	M87	X36754	octadecanedioate (C18-DC)	no
Metabolite	M87	X39609	16-hydroxypalmitate	no
Metabolite	M87	X43264	(R)-3-hydroxybutyrylcarnitine	no
Metabolite	M87	X46700	X - 18922	no
Metabolite	M87	X46905	X - 21736	no
Metabolite	M87	X47006	X - 21829	no
Metabolite	M87	X47014	X - 12839	no
Metabolite	M87	X47642	X - 12101	no
Metabolite	M87	X48047	X - 18886	no
Metabolite	M87	X48048	X - 18888	no
Metabolite	M87	X49542	X - 23665	no
Metabolite	M87	X52524	X - 24328	no
Metabolite	M87	X52984	(S)-3-hydroxybutyrylcarnitine	no
Metabolite	M87	X53224	pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)	no
Metabolite	M87	X542	3-hydroxybutyrate (BHBA)	no
Metabolite	M87	X54907	hexanoylglutamine	no
Metabolite	M87	X54910	vanillactate	no
Metabolite	M87	X57716	X - 24949	no
Metabolite	M87	X6146	2-aminoadipate	no
Metabolite	M87	X61785	butenoylglycine	no
Metabolite	M87	X61798	trans-2-hexenoylglycine	no
Metabolite	M87	X61860	octadecadienedioate (C18:2-DC)*	no
Metabolite	M87	X61861	octadecenedioate (C18:1-DC)*	no
Metabolite	M87	X61862	hexadecenedioate (C16:1-DC)*	no
Metabolite	M87	X61864	dodecenedioate (C12:1-DC)*	no
Metabolite	M87	X61865	octadecenedioylcarnitine (C18:1-DC)*	no
Metabolite	M87	X61867	octadecanedioylcarnitine (C18-DC)*	no
Metabolite	M87	X62064	3-hydroxybutyroylglycine**	no
Metabolite	M87	X62069	3-hydroxyadipate*	no
Metabolite	M87	X62557	3-hydroxyhexanoylcarnitine (1)	no
Metabolite	M87	X62735	4-methylhexanoylglutamine	no
Metabolite	M87	X62915	3-hydroxydodecanedioate*	no
Metabolite	M87	X63657	glutamine conjugate of C6H10O2 (1)*	no
Metabolite	M87	X63658	glutamine conjugate of C7H12O2*	no
Metabolite	M87	X63660	glutamine conjugate of C6H10O2 (2)*	no
Metabolite	M88	X1516	sarcosine	yes
Metabolite	M88	X21025	iminodiacetate (IDA)	no
Metabolite	M88	X22163	EDTA	no
Metabolite	M88	X22176	cysteine s-sulfate	no
Metabolite	M88	X22185	N-acetylaspartate (NAA)	no
Metabolite	M88	X32984	N-alpha-acetylornithine	no
Metabolite	M88	X46687	X - 18779	no
Metabolite	M88	X47955	X - 12906	no
Metabolite	M88	X49512	X - 23636	no
Metabolite	M88	X52501	X - 24306	no
Metabolite	M88	X52502	X - 24307	no
Metabolite	M88	X52779	X - 24462	no
Metabolite	M88	X53229	2-methylserine	no
Metabolite	M88	X57699	cortolone glucuronide (1)	no
Metabolite	M88	X57754	X - 24970	no
Metabolite	M88	X57776	N-oxalyl glycine (NOG)	no
Metabolite	M88	X62151	X - 25172	no
Metabolite	M88	X63061	pantoate	no
Metabolite	M88	X63332	X - 25656	no
Metabolite	M89	X1600	phosphoethanolamine	no
Metabolite	M89	X17747	sphingosine	no
Metabolite	M89	X17769	sphinganine	no
Metabolite	M89	X2342	serotonin	no
Metabolite	M89	X34396	choline phosphate	no
Metabolite	M89	X34445	sphingosine 1-phosphate	no
Metabolite	M89	X43847	glycerol 3-phosphate	no
Metabolite	M89	X44688	maltotriose	no
Metabolite	M89	X52605	sphinganine-1-phosphate	no
Metabolite	M89	X57426	sphingadienine	no
Metabolite	M9	X1303	malate	no
Metabolite	M9	X1515	salicylate	no
Metabolite	M9	X1549	3-hydroxyisobutyrate	no
Metabolite	M9	X1564	citrate	no
Metabolite	M9	X15681	4-guanidinobutanoate	no
Metabolite	M9	X15749	3-phenylpropionate (hydrocinnamate)	no
Metabolite	M9	X15753	hippurate	no
Metabolite	M9	X15772	ribitol	no
Metabolite	M9	X1585	N-acetylalanine	no
Metabolite	M9	X1587	N-acetylleucine	no
Metabolite	M9	X1589	N-acetylmethionine	no
Metabolite	M9	X1591	N-acetylvaline	no
Metabolite	M9	X15990	glycerophosphorylcholine (GPC)	no
Metabolite	M9	X1643	fumarate	no
Metabolite	M9	X18280	gentisate	no
Metabolite	M9	X18281	2-hydroxyhippurate (salicylurate)	no
Metabolite	M9	X19258	1-myristoyl-2-palmitoyl-GPC (14:0/16:0)	no
Metabolite	M9	X19263	1-palmitoyl-2-oleoyl-GPE (16:0/18:1)	no
Metabolite	M9	X22138	homocitrulline	no
Metabolite	M9	X2829	N-formylmethionine	no
Metabolite	M9	X3155	3-ureidopropionate	no
Metabolite	M9	X31591	androsterone sulfate	no
Metabolite	M9	X31675	2-pyrrolidinone	no
Metabolite	M9	X32397	3-hydroxy-2-ethylpropionate	no
Metabolite	M9	X32405	indolepropionate	no
Metabolite	M9	X33013	nicotinamide riboside	no
Metabolite	M9	X33140	X - 11795	no
Metabolite	M9	X33228	1-arachidonoyl-GPC (20:4n6)*	no
Metabolite	M9	X33230	1-palmitoleoyl-GPC (16:1)*	no
Metabolite	M9	X33384	salicyluric glucuronide*	no
Metabolite	M9	X33939	N-acetylthreonine	no
Metabolite	M9	X33942	N-acetylasparagine	no
Metabolite	M9	X33943	N-acetylglutamine	no
Metabolite	M9	X33950	N-acetylphenylalanine	no
Metabolite	M9	X33955	1-palmitoyl-GPC (16:0)	no
Metabolite	M9	X33961	1-stearoyl-GPC (18:0)	no
Metabolite	M9	X33967	N-acetylisoleucine	no
Metabolite	M9	X33973	epiandrosterone sulfate	no
Metabolite	M9	X34384	stachydrine	no
Metabolite	M9	X34419	1-linoleoyl-GPC (18:2)	no
Metabolite	M9	X35186	1-arachidonoyl-GPE (20:4n6)*	no
Metabolite	M9	X35253	2-palmitoyl-GPC (16:0)*	no
Metabolite	M9	X35628	1-oleoyl-GPE (18:1)	no
Metabolite	M9	X35631	1-palmitoyl-GPE (16:0)	no
Metabolite	M9	X36600	1-linoleoyl-GPE (18:2)*	no
Metabolite	M9	X36746	2-hydroxy-3-methylvalerate	no
Metabolite	M9	X37076	N-acetylserine	no
Metabolite	M9	X37181	4-allylphenol sulfate	no
Metabolite	M9	X37183	5alpha-androstan-3alpha,17alpha-diol monosulfate	no
Metabolite	M9	X37186	5alpha-androstan-3alpha,17beta-diol monosulfate (1)	no
Metabolite	M9	X37187	5alpha-androstan-3beta,17alpha-diol disulfate	no
Metabolite	M9	X37190	5alpha-androstan-3beta,17beta-diol disulfate	no
Metabolite	M9	X37192	5alpha-androstan-3beta,17beta-diol monosulfate (2)	no
Metabolite	M9	X37202	androstenediol (3beta,17beta) disulfate (1)	no
Metabolite	M9	X37210	androstenediol (3beta,17beta) monosulfate (2)	no
Metabolite	M9	X37211	androstenediol (3beta,17beta) monosulfate (1)	no
Metabolite	M9	X37431	N-methylproline	no
Metabolite	M9	X37455	glycerophosphoethanolamine	no
Metabolite	M9	X38276	2,3-dihydroxyisovalerate	no
Metabolite	M9	X38637	cinnamoylglycine	no
Metabolite	M9	X39270	1-(1-enyl-palmitoyl)-GPE (P-16:0)*	no
Metabolite	M9	X39271	1-(1-enyl-stearoyl)-GPE (P-18:0)*	no
Metabolite	M9	X39603	ethyl glucuronide	no
Metabolite	M9	X41220	2-stearoyl-GPE (18:0)*	no
Metabolite	M9	X42398	1-stearoyl-GPE (18:0)	no
Metabolite	M9	X42448	1-stearoyl-2-oleoyl-GPE (18:0/18:1)	no
Metabolite	M9	X42449	1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)	no
Metabolite	M9	X43266	2-aminophenol sulfate	no
Metabolite	M9	X43591	N2,N5-diacetylornithine	yes
Metabolite	M9	X44621	1-(1-enyl-oleoyl)-GPE (P-18:1)*	no
Metabolite	M9	X45951	1-linolenoyl-GPC (18:3)*	no
Metabolite	M9	X46144	methyl glucopyranoside (alpha + beta)	no
Metabolite	M9	X46173	aconitate [cis or trans]	no
Metabolite	M9	X46316	X - 21295	no
Metabolite	M9	X46537	alpha-hydroxyisovalerate	no
Metabolite	M9	X46592	X - 11299	no
Metabolite	M9	X46621	X - 12524	no
Metabolite	M9	X46998	X - 21821	no
Metabolite	M9	X47118	2-palmitoleoyl-GPC (16:1)*	no
Metabolite	M9	X47417	X - 22162	no
Metabolite	M9	X47650	X - 11483	no
Metabolite	M9	X47708	X - 12283	no
Metabolite	M9	X47790	X - 13684	no
Metabolite	M9	X48001	X - 17351	no
Metabolite	M9	X48187	N-acetyltaurine	no
Metabolite	M9	X48255	arabonate/xylonate	no
Metabolite	M9	X48258	1-oleoyl-GPC (18:1)	no
Metabolite	M9	X48408	tyramine O-sulfate	no
Metabolite	M9	X48457	4-methoxyphenol sulfate	no
Metabolite	M9	X48580	2-acetamidophenol sulfate	no
Metabolite	M9	X48885	arabitol/xylitol	no
Metabolite	M9	X49469	X - 23593	no
Metabolite	M9	X49704	X - 23314	no
Metabolite	M9	X52281	2-hydroxybutyrate/2-hydroxyisobutyrate	no
Metabolite	M9	X52340	N-carbamoylalanine	no
Metabolite	M9	X52446	1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*	no
Metabolite	M9	X52447	1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)	no
Metabolite	M9	X52461	1-palmitoyl-2-oleoyl-GPC (16:0/18:1)	no
Metabolite	M9	X52464	1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*	no
Metabolite	M9	X52465	1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*	no
Metabolite	M9	X52470	1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*	yes
Metabolite	M9	X52474	1-(1-enyl-palmitoyl)-GPC (P-16:0)*	no
Metabolite	M9	X52504	X - 24309	no
Metabolite	M9	X52623	1-stearoyl-2-oleoyl-GPG (18:0/18:1)	no
Metabolite	M9	X52669	1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*	no
Metabolite	M9	X52683	1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*	no
Metabolite	M9	X52684	1-palmitoyl-2-alpha-linolenoyl-GPC (16:0/18:3n3)*	no
Metabolite	M9	X52687	1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*	no
Metabolite	M9	X52932	4-hydroxyphenylacetatoylcarnitine	no
Metabolite	M9	X53180	1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3)*	no
Metabolite	M9	X53195	1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*	no
Metabolite	M9	X541	4-hydroxyphenylacetate	no
Metabolite	M9	X54695	X - 24757	no
Metabolite	M9	X55017	4-hydroxyphenylacetylglutamine	no
Metabolite	M9	X55041	1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*	no
Metabolite	M9	X57714	X - 24947	no
Metabolite	M9	X57810	nisinate (24:6n3)	no
Metabolite	M9	X61881	glucuronide of C10H18O2 (1)*	no
Metabolite	M9	X61887	glucuronide of C10H18O2 (7)*	no
Metabolite	M9	X62062	3-hydroxystachydrine*	no
Metabolite	M9	X62068	N-methylhydroxyproline**	no
Metabolite	M9	X62964	X - 25520	no
Metabolite	M9	X63042	2,6-dihydroxybenzoic acid	no
Metabolite	M9	X63152	ethyl alpha-glucopyranoside	no
Metabolite	M9	X63191	branched chain 14:0 dicarboxylic acid**	no
Metabolite	M9	X63264	pentose acid*	no
Metabolite	M91	X15778	benzoate	no
Metabolite	M91	X36776	7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)	no
Metabolite	M91	X39831	eicosanedioate (C20-DC)	no
Metabolite	M91	X39837	docosadioate (C22-DC)	no
Metabolite	M91	X43507	3b-hydroxy-5-cholenoic acid	no
Metabolite	M91	X46384	X - 21339	no
Metabolite	M91	X46390	X - 11308	yes
Metabolite	M91	X46594	X - 11372	no
Metabolite	M91	X46595	X - 11378	no
Metabolite	M91	X46608	X - 11880	no
Metabolite	M91	X46681	X - 16935	no
Metabolite	M91	X46707	X - 17653	no
Metabolite	M91	X46709	X - 17654	no
Metabolite	M91	X47670	X - 18899	no
Metabolite	M91	X47824	X - 17346	no
Metabolite	M91	X48441	4-hydroxychlorothalonil	no
Metabolite	M91	X52916	2-hydroxylaurate	no
Metabolite	M91	X53267	X - 24748	no
Metabolite	M91	X54805	3beta-hydroxy-5-cholestenoate	no
Metabolite	M91	X57564	perfluorooctanesulfonate (PFOS)	no
Metabolite	M91	X57718	X - 24951	no
Metabolite	M91	X57720	X - 24953	no
Metabolite	M91	X62071	perfluorooctanoate (PFOA)	no
Metabolite	M91	X62923	eicosenedioate (C20:1-DC)*	no
Metabolite	M91	X63589	3,5-dichloro-2,6-dihydroxybenzoic acid	no
Metabolite	M91	X63681	3-bromo-5-chloro-2,6-dihydroxybenzoic acid*	no
Metabolite	M93	X1126	alanine	no
Metabolite	M93	X21049	1,6-anhydroglucose	no
Metabolite	M93	X37063	gamma-glutamylalanine	no
Metabolite	M93	X40062	4-hydroxy-2-oxoglutaric acid	no
Metabolite	M93	X43802	guanidinoacetate	no
Metabolite	M93	X46261	X - 19438	no
Metabolite	M93	X46616	X - 12411	no
Metabolite	M93	X46632	X - 14056	no
Metabolite	M93	X46661	X - 15245	no
Metabolite	M93	X46665	X - 15674	no
Metabolite	M93	X48674	umbelliferone sulfate	no
Metabolite	M93	X48990	pyruvate	yes
Metabolite	M93	X52483	X - 24295	no
Metabolite	M93	X527	lactate	no
Metabolite	M93	X528	alpha-ketoglutarate	no
Metabolite	M93	X62636	X - 25343	yes
Metabolite	M93	X63908	X - 25957	no
Metabolite	M99	X36098	4-vinylphenol sulfate	no
Metabolite	M99	X36845	o-cresol sulfate	no
Metabolite	M99	X37443	cysteine sulfinic acid	no
Metabolite	M99	X38661	hydroxycotinine	no
Metabolite	M99	X46165	3-methyl catechol sulfate (1)	no
Metabolite	M99	X46490	X - 17185	yes
Metabolite	M99	X49521	X - 23644	no
Metabolite	M99	X553	cotinine	no
Metabolite	M99	X62524	dihydrocaffeate sulfate (2)	no
Metabolite	M99	X62533	(2,4 or 2,5)-dimethylphenol sulfate	yes
Metabolite	M99	X62717	X - 25420	no
Metabolite	M99	X62796	3-ethylcatechol sulfate (1)	no
